,Site,Crop,Experiment,Treatment ,Mineral N kg/ha/y,farmyard manure t/ha/year,Reported yield data (t DM/ha),2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Mean,min_yield,max_yield,Soil texture,LAT,LON,SIMUID_1,Sand,Silt,Clay
242,Chrastava,WWHT,AZP,FYM.,0.0,10.0,grain,4.5838,,3.6635999999999997,,,,,,4.4548,,3.5603999999999996,,,,,,5.591639333333333,,,4.370847866666667,3.5603999999999996,5.591639333333333,loamy sand,50.82,14.95,26459.0,82.0,13.0,5.0
243,Chrastava,WWHT,AZP,FYM.,0.0,10.0,grain,4.5838,,3.6635999999999997,,,,,,4.4548,,3.5603999999999996,,,,,,5.591639333333333,,,4.370847866666667,3.5603999999999996,5.591639333333333,loamy sand,50.82,14.95,26459.0,82.0,13.0,5.0
244,Chrastava,WWHT,AZP,N3P3K3+FYM,60.0,10.0,grain,5.9856,,6.0286,,,,,,6.3726,,4.7558,,,,,,4.739850666666666,,,5.576490133333333,4.739850666666666,6.3726,loamy sand,50.82,14.95,26459.0,82.0,13.0,5.0
245,Chrastava,WWHT,AZP,N3P3K3+FYM,60.0,10.0,grain,5.9856,,6.0286,,,,,,6.3726,,4.7558,,,,,,4.739850666666666,,,5.576490133333333,4.739850666666666,6.3726,loamy sand,50.82,14.95,26459.0,82.0,13.0,5.0
246,Jaroměřice,WWHT,AZP,0,0.0,0.0,grain,3.827,,4.2914,,,,,,4.8246,,4.3602,,,,,,6.336810666666666,,,4.728002133333333,3.827,6.336810666666666,clay loam,49.1,15.88,27966.0,35.0,30.0,35.0
247,Jaroměřice,WWHT,AZP,0,0.0,0.0,grain,3.827,,4.2914,,,,,,4.8246,,4.3602,,,,,,6.336810666666666,,,4.728002133333333,3.827,6.336810666666666,clay loam,49.1,15.88,27966.0,35.0,30.0,35.0
248,Jaroměřice,WWHT,AZP,0,0.0,0.0,grain,3.827,,4.2914,,,,,,4.8246,,4.3602,,,,,,6.336810666666666,,,4.728002133333333,3.827,6.336810666666666,clay loam,49.1,15.88,27966.0,35.0,30.0,35.0
249,Jaroměřice,WWHT,AZP,FYM.,0.0,10.0,grain,3.8958000000000004,,4.4204,,,,,,4.6526,,4.644,,,,,,6.227694666666666,,,4.768098933333333,3.8958000000000004,6.227694666666666,clay loam,49.1,15.88,27966.0,35.0,30.0,35.0
250,Jaroměřice,WWHT,AZP,FYM.,0.0,10.0,grain,3.8958000000000004,,4.4204,,,,,,4.6526,,4.644,,,,,,6.227694666666666,,,4.768098933333333,3.8958000000000004,6.227694666666666,clay loam,49.1,15.88,27966.0,35.0,30.0,35.0
251,Jaroměřice,WWHT,AZP,FYM.,0.0,10.0,grain,3.8958000000000004,,4.4204,,,,,,4.6526,,4.644,,,,,,6.227694666666666,,,4.768098933333333,3.8958000000000004,6.227694666666666,clay loam,49.1,15.88,27966.0,35.0,30.0,35.0
252,Jaroměřice,WWHT,AZP,N3P3K3+FYM,60.0,10.0,grain,3.8184000000000005,,4.5494,,,,,,5.5814,,6.665,,,,,,6.420431333333333,,,5.406926266666667,3.8184000000000005,6.665,clay loam,49.1,15.88,27966.0,35.0,30.0,35.0
253,Jaroměřice,WWHT,AZP,N3P3K3+FYM,60.0,10.0,grain,3.8184000000000005,,4.5494,,,,,,5.5814,,6.665,,,,,,6.420431333333333,,,5.406926266666667,3.8184000000000005,6.665,clay loam,49.1,15.88,27966.0,35.0,30.0,35.0
254,Jaroměřice,WWHT,AZP,N3P3K3+FYM,60.0,10.0,grain,3.8184000000000005,,4.5494,,,,,,5.5814,,6.665,,,,,,6.420431333333333,,,5.406926266666667,3.8184000000000005,6.665,clay loam,49.1,15.88,27966.0,35.0,30.0,35.0
255,Krásné Údolí,WWHT,AZP,0,0.0,0.0,grain,4.5924,,4.515,,,,,,5.0052,,5.3062,,,,,,,,,4.854699999999999,4.515,5.3062,,,,,,,
256,Krásné Údolí,WWHT,AZP,FYM.,0.0,10.0,grain,4.489199999999999,,4.5924,,,,,,5.8824,,6.0286,,,,,,,,,5.24815,4.489199999999999,6.0286,,,,,,,
257,Krásné Údolí,WWHT,AZP,N3P3K3+FYM,60.0,10.0,grain,9.073,,6.785399999999999,,,,,,8.4968,,8.041,,,,,,,,,8.09905,6.785399999999999,9.073,,,,,,,
258,Libějovice,WWHT,AZP,0,0.0,0.0,grain,4.644,,3.9646000000000003,,,,,,4.816,,,,,,,,,,,4.474866666666667,3.9646000000000003,4.816,,,,,,,
259,Libějovice,WWHT,AZP,FYM.,0.0,10.0,grain,4.773,,4.2741999999999996,,,,,,5.332,,,,,,,,,,,4.793066666666667,4.2741999999999996,5.332,,,,,,,
260,Libějovice,WWHT,AZP,N3P3K3+FYM,60.0,10.0,grain,5.4438,,6.8198,,,,,,5.3234,,,,,,,,,,,5.862333333333333,5.3234,6.8198,,,,,,,
261,Lípa,WWHT,AZP,0,0.0,0.0,grain,4.3172,,3.1132,,,,,,3.9732,,1.4447999999999999,,,,,,3.9854634477409343,,,3.366772689548186,1.4447999999999999,4.3172,sandy loam,49.56,15.54,27951.0,65.0,25.0,10.0
262,Lípa,WWHT,AZP,0,0.0,0.0,grain,4.3172,,3.1132,,,,,,3.9732,,1.4447999999999999,,,,,,3.9854634477409343,,,3.366772689548186,1.4447999999999999,4.3172,sandy loam,49.56,15.54,27951.0,65.0,25.0,10.0
263,Lípa,WWHT,AZP,0,0.0,0.0,grain,4.3172,,3.1132,,,,,,3.9732,,1.4447999999999999,,,,,,3.9854634477409343,,,3.366772689548186,1.4447999999999999,4.3172,sandy loam,49.56,15.54,27951.0,65.0,25.0,10.0
264,Lípa,WWHT,AZP,FYM.,0.0,10.0,grain,4.085,,3.2422,,,,,,4.1538,,1.2126,,,,,,5.185209424083769,,,3.575761884816754,1.2126,5.185209424083769,sandy loam,49.56,15.54,27951.0,65.0,25.0,10.0
265,Lípa,WWHT,AZP,FYM.,0.0,10.0,grain,4.085,,3.2422,,,,,,4.1538,,1.2126,,,,,,5.185209424083769,,,3.575761884816754,1.2126,5.185209424083769,sandy loam,49.56,15.54,27951.0,65.0,25.0,10.0
266,Lípa,WWHT,AZP,FYM.,0.0,10.0,grain,4.085,,3.2422,,,,,,4.1538,,1.2126,,,,,,5.185209424083769,,,3.575761884816754,1.2126,5.185209424083769,sandy loam,49.56,15.54,27951.0,65.0,25.0,10.0
267,Lípa,WWHT,AZP,N3P3K3+FYM,60.0,10.0,grain,6.1232,,4.9879999999999995,,,,,,6.5102,,3.354,,,,,,7.583990692262942,,,5.7118781384525885,3.354,7.583990692262942,sandy loam,49.56,15.54,27951.0,65.0,25.0,10.0
268,Lípa,WWHT,AZP,N3P3K3+FYM,60.0,10.0,grain,6.1232,,4.9879999999999995,,,,,,6.5102,,3.354,,,,,,7.583990692262942,,,5.7118781384525885,3.354,7.583990692262942,sandy loam,49.56,15.54,27951.0,65.0,25.0,10.0
269,Lípa,WWHT,AZP,N3P3K3+FYM,60.0,10.0,grain,6.1232,,4.9879999999999995,,,,,,6.5102,,3.354,,,,,,7.583990692262942,,,5.7118781384525885,3.354,7.583990692262942,sandy loam,49.56,15.54,27951.0,65.0,25.0,10.0
270,Pusté Jakartice,WWHT,AZP,0,0.0,0.0,grain,2.1586,,5.117,,,,,,6.8972,,2.9756,,,,,,5.630407259259259,,,4.555761451851852,2.1586,6.8972,loam,49.98,17.95,29745.0,40.0,40.0,20.0
271,Pusté Jakartice,WWHT,AZP,0,0.0,0.0,grain,2.1586,,5.117,,,,,,6.8972,,2.9756,,,,,,5.630407259259259,,,4.555761451851852,2.1586,6.8972,loam,49.98,17.95,29745.0,40.0,40.0,20.0
272,Pusté Jakartice,WWHT,AZP,FYM.,0.0,10.0,grain,2.537,,6.2608,,,,,,7.0778,,3.9474,,,,,,6.031121481481482,,,5.1708242962962965,2.537,7.0778,loam,49.98,17.95,29745.0,40.0,40.0,20.0
273,Pusté Jakartice,WWHT,AZP,FYM.,0.0,10.0,grain,2.537,,6.2608,,,,,,7.0778,,3.9474,,,,,,6.031121481481482,,,5.1708242962962965,2.537,7.0778,loam,49.98,17.95,29745.0,40.0,40.0,20.0
274,Pusté Jakartice,WWHT,AZP,N3P3K3+FYM,60.0,10.0,grain,3.0444,,5.5298,,,,,,8.2732,,4.0248,,,,,,7.231782814814814,,,5.620796562962963,3.0444,8.2732,loam,49.98,17.95,29745.0,40.0,40.0,20.0
275,Pusté Jakartice,WWHT,AZP,N3P3K3+FYM,60.0,10.0,grain,3.0444,,5.5298,,,,,,8.2732,,4.0248,,,,,,7.231782814814814,,,5.620796562962963,3.0444,8.2732,loam,49.98,17.95,29745.0,40.0,40.0,20.0
276,Sedlec,WWHT,AZP,0,0.0,0.0,grain,6.2436,,2.1757999999999997,,,,,,6.6822,,,,,,,,,,,5.0338666666666665,2.1757999999999997,6.6822,,,,,,,
277,Sedlec,WWHT,AZP,FYM.,0.0,10.0,grain,6.467199999999999,,2.4166,,,,,,6.7768,,,,,,,,,,,5.220199999999999,2.4166,6.7768,,,,,,,
278,Sedlec,WWHT,AZP,N3P3K3+FYM,60.0,10.0,grain,6.7596,,2.58,,,,,,7.1724,,,,,,,,,,,5.5040000000000004,2.58,7.1724,,,,,,,
279,Staňkov,WWHT,AZP,0,0.0,0.0,grain,5.3835999999999995,,2.6574,,,,,,7.3014,,4.1452,,,,,,5.865251940298507,,,5.070570388059702,2.6574,7.3014,loam,49.55,13.06,23179.0,40.0,40.0,20.0
280,Staňkov,WWHT,AZP,0,0.0,0.0,grain,5.3835999999999995,,2.6574,,,,,,7.3014,,4.1452,,,,,,5.865251940298507,,,5.070570388059702,2.6574,7.3014,loam,49.55,13.06,23179.0,40.0,40.0,20.0
281,Staňkov,WWHT,AZP,FYM.,0.0,10.0,grain,5.8824,,3.1304,,,,,,7.3014,,4.644,,,,,,6.092865870646766,,,5.410213174129352,3.1304,7.3014,loam,49.55,13.06,23179.0,40.0,40.0,20.0
282,Staňkov,WWHT,AZP,FYM.,0.0,10.0,grain,5.8824,,3.1304,,,,,,7.3014,,4.644,,,,,,6.092865870646766,,,5.410213174129352,3.1304,7.3014,loam,49.55,13.06,23179.0,40.0,40.0,20.0
283,Staňkov,WWHT,AZP,N3P3K3+FYM,60.0,10.0,grain,6.5188,,6.2952,,,,,,6.6048,,5.418,,,,,,7.0612015920398,,,6.37960031840796,5.418,7.0612015920398,loam,49.55,13.06,23179.0,40.0,40.0,20.0
284,Staňkov,WWHT,AZP,N3P3K3+FYM,60.0,10.0,grain,6.5188,,6.2952,,,,,,6.6048,,5.418,,,,,,7.0612015920398,,,6.37960031840796,5.418,7.0612015920398,loam,49.55,13.06,23179.0,40.0,40.0,20.0
285,Hradec n. Svit.,WWHT,AZP,0,0.0,0.0,grain,4.6784,,4.4204,,,,,,4.385999999999999,,3.1648,,,,,,5.680358974358976,,,4.465991794871795,3.1648,5.680358974358976,loam,49.73,16.51,26472.0,40.0,40.0,20.0
286,Hradec n. Svit.,WWHT,AZP,0,0.0,0.0,grain,4.6784,,4.4204,,,,,,4.385999999999999,,3.1648,,,,,,5.680358974358976,,,4.465991794871795,3.1648,5.680358974358976,loam,49.73,16.51,26472.0,40.0,40.0,20.0
287,Hradec n. Svit.,WWHT,AZP,0,0.0,0.0,grain,4.6784,,4.4204,,,,,,4.385999999999999,,3.1648,,,,,,5.680358974358976,,,4.465991794871795,3.1648,5.680358974358976,loam,49.73,16.51,26472.0,40.0,40.0,20.0
288,Hradec n. Svit.,WWHT,AZP,FYM.,0.0,10.0,grain,4.566599999999999,,4.7902000000000005,,,,,,4.5236,,2.7520000000000002,,,,,,5.263518518518519,,,4.3791837037037045,2.7520000000000002,5.263518518518519,loam,49.73,16.51,26472.0,40.0,40.0,20.0
289,Hradec n. Svit.,WWHT,AZP,FYM.,0.0,10.0,grain,4.566599999999999,,4.7902000000000005,,,,,,4.5236,,2.7520000000000002,,,,,,5.263518518518519,,,4.3791837037037045,2.7520000000000002,5.263518518518519,loam,49.73,16.51,26472.0,40.0,40.0,20.0
290,Hradec n. Svit.,WWHT,AZP,FYM.,0.0,10.0,grain,4.566599999999999,,4.7902000000000005,,,,,,4.5236,,2.7520000000000002,,,,,,5.263518518518519,,,4.3791837037037045,2.7520000000000002,5.263518518518519,loam,49.73,16.51,26472.0,40.0,40.0,20.0
291,Hradec n. Svit.,WWHT,AZP,N3P3K3+FYM,60.0,10.0,grain,7.0348,,7.0864,,,,,,7.559399999999999,,4.9536,,,,,,8.188665242165243,,,6.964573048433048,4.9536,8.188665242165243,loam,49.73,16.51,26472.0,40.0,40.0,20.0
292,Hradec n. Svit.,WWHT,AZP,N3P3K3+FYM,60.0,10.0,grain,7.0348,,7.0864,,,,,,7.559399999999999,,4.9536,,,,,,8.188665242165243,,,6.964573048433048,4.9536,8.188665242165243,loam,49.73,16.51,26472.0,40.0,40.0,20.0
293,Hradec n. Svit.,WWHT,AZP,N3P3K3+FYM,60.0,10.0,grain,7.0348,,7.0864,,,,,,7.559399999999999,,4.9536,,,,,,8.188665242165243,,,6.964573048433048,4.9536,8.188665242165243,loam,49.73,16.51,26472.0,40.0,40.0,20.0
294,Uherský Ostroh,WWHT,AZP,0,0.0,0.0,grain,3.9044,,4.489199999999999,,,,,,6.1404,,4.429,,,,,,7.140336111111112,,,5.220667222222223,3.9044,7.140336111111112,loam,48.99,17.42,28781.0,40.0,40.0,20.0
295,Uherský Ostroh,WWHT,AZP,FYM.,0.0,10.0,grain,4.0935999999999995,,4.8504,,,,,,6.579000000000001,,5.031,,,,,,7.654660416666669,,,5.641732083333333,4.0935999999999995,7.654660416666669,loam,48.99,17.42,28781.0,40.0,40.0,20.0
296,Uherský Ostroh,WWHT,AZP,N3P3K3+FYM,60.0,10.0,grain,3.3970000000000002,,4.781599999999999,,,,,,7.3186,,4.3688,,,,,,8.519466666666666,,,5.6770933333333335,3.3970000000000002,8.519466666666666,loam,48.99,17.42,28781.0,40.0,40.0,20.0
297,Věrovany,WWHT,AZP,0,0.0,0.0,grain,5.4868,,6.1662,,,,,,8.5828,,3.9388,,,,,,6.93859775280899,,,6.222639550561797,3.9388,8.5828,loam,49.47,17.26,28776.0,40.0,40.0,20.0
298,Věrovany,WWHT,AZP,0,0.0,0.0,grain,5.4868,,6.1662,,,,,,8.5828,,3.9388,,,,,,6.93859775280899,,,6.222639550561797,3.9388,8.5828,loam,49.47,17.26,28776.0,40.0,40.0,20.0
299,Věrovany,WWHT,AZP,FYM.,0.0,10.0,grain,5.6588,,6.174799999999999,,,,,,8.9268,,4.1624,,,,,,7.055143071161049,,,6.39558861423221,4.1624,8.9268,loam,49.47,17.26,28776.0,40.0,40.0,20.0
300,Věrovany,WWHT,AZP,FYM.,0.0,10.0,grain,5.6588,,6.174799999999999,,,,,,8.9268,,4.1624,,,,,,7.055143071161049,,,6.39558861423221,4.1624,8.9268,loam,49.47,17.26,28776.0,40.0,40.0,20.0
301,Věrovany,WWHT,AZP,N3P3K3+FYM,60.0,10.0,grain,5.0826,,5.916799999999999,,,,,,8.617199999999999,,3.0873999999999997,,,,,,6.224083895131087,,,5.785616779026217,3.0873999999999997,8.617199999999999,loam,49.47,17.26,28776.0,40.0,40.0,20.0
302,Věrovany,WWHT,AZP,N3P3K3+FYM,60.0,10.0,grain,5.0826,,5.916799999999999,,,,,,8.617199999999999,,3.0873999999999997,,,,,,6.224083895131087,,,5.785616779026217,3.0873999999999997,8.617199999999999,loam,49.47,17.26,28776.0,40.0,40.0,20.0
303,Vysoká,WWHT,AZP,0,0.0,0.0,grain,4.9966,,3.6378000000000004,,,,,,5.2116,,2.6401999999999997,,,,,,3.7145629629629626,,,4.040152592592593,2.6401999999999997,5.2116,loam,49.64,13.95,21991.0,40.0,40.0,20.0
304,Vysoká,WWHT,AZP,0,0.0,0.0,grain,4.9966,,3.6378000000000004,,,,,,5.2116,,2.6401999999999997,,,,,,3.7145629629629626,,,4.040152592592593,2.6401999999999997,5.2116,loam,49.64,13.95,21991.0,40.0,40.0,20.0
305,Vysoká,WWHT,AZP,FYM.,0.0,10.0,grain,4.8073999999999995,,4.0592,,,,,,5.4782,,2.9583999999999997,,,,,,3.528711111111111,,,4.166382222222222,2.9583999999999997,5.4782,loam,49.64,13.95,21991.0,40.0,40.0,20.0
306,Vysoká,WWHT,AZP,FYM.,0.0,10.0,grain,4.8073999999999995,,4.0592,,,,,,5.4782,,2.9583999999999997,,,,,,3.528711111111111,,,4.166382222222222,2.9583999999999997,5.4782,loam,49.64,13.95,21991.0,40.0,40.0,20.0
307,Vysoká,WWHT,AZP,N3P3K3+FYM,60.0,10.0,grain,6.785399999999999,,7.052,,,,,,7.0348,,3.8871999999999995,,,,,,5.217022222222222,,,5.995284444444445,3.8871999999999995,7.052,loam,49.64,13.95,21991.0,40.0,40.0,20.0
308,Vysoká,WWHT,AZP,N3P3K3+FYM,60.0,10.0,grain,6.785399999999999,,7.052,,,,,,7.0348,,3.8871999999999995,,,,,,5.217022222222222,,,5.995284444444445,3.8871999999999995,7.052,loam,49.64,13.95,21991.0,40.0,40.0,20.0
309,Žatec,WWHT,AZP,0,0.0,0.0,grain,4.7386,,6.6564,,,,,,7.3271999999999995,,6.6134,,,,,,5.266514382402707,,,6.120422876480541,4.7386,7.3271999999999995,clay loam,50.3,13.52,24818.0,35.0,30.0,35.0
310,Žatec,WWHT,AZP,FYM.,0.0,10.0,grain,4.6956,,6.6478,,,,,,7.7314,,7.1293999999999995,,,,,,5.303654822335025,,,6.301570964467006,4.6956,7.7314,clay loam,50.3,13.52,24818.0,35.0,30.0,35.0
311,Žatec,WWHT,AZP,N3P3K3+FYM,60.0,10.0,grain,4.51758,,6.0544,,,,,,7.636800000000001,,6.914399999999999,,,,,,6.400225606316976,,,6.304681121263394,4.51758,7.636800000000001,clay loam,50.3,13.52,24818.0,35.0,30.0,35.0
312,Horažďovice,WWHT,AZP,0,0.0,0.0,straw ,3.2335999999999996,,7.275600000000001,,,,,,4.816,,5.0568,,,,,,6.548039999999999,,,5.3860079999999995,3.2335999999999996,7.275600000000001,loamy sand,49.34,13.7,23089.0,82.0,13.0,5.0
313,Horažďovice,WWHT,AZP,0,0.0,0.0,straw ,3.2335999999999996,,7.275600000000001,,,,,,4.816,,5.0568,,,,,,6.548039999999999,,,5.3860079999999995,3.2335999999999996,7.275600000000001,loamy sand,49.34,13.7,23089.0,82.0,13.0,5.0
314,Horažďovice,WWHT,AZP,FYM.,0.0,10.0,straw ,4.5494,,7.679799999999999,,,,,,5.4524,,4.9794,,,,,,7.813960000000002,,,6.094992,4.5494,7.813960000000002,loamy sand,49.34,13.7,23089.0,82.0,13.0,5.0
315,Horažďovice,WWHT,AZP,FYM.,0.0,10.0,straw ,4.5494,,7.679799999999999,,,,,,5.4524,,4.9794,,,,,,7.813960000000002,,,6.094992,4.5494,7.813960000000002,loamy sand,49.34,13.7,23089.0,82.0,13.0,5.0
316,Horažďovice,WWHT,AZP,N3P3K3+FYM,60.0,10.0,straw ,5.916799999999999,,12.358199999999998,,,,,,8.1356,,8.4366,,,,,,9.994138181818181,,,8.968267636363636,5.916799999999999,12.358199999999998,loamy sand,49.34,13.7,23089.0,82.0,13.0,5.0
317,Horažďovice,WWHT,AZP,N3P3K3+FYM,60.0,10.0,straw ,5.916799999999999,,12.358199999999998,,,,,,8.1356,,8.4366,,,,,,9.994138181818181,,,8.968267636363636,5.916799999999999,12.358199999999998,loamy sand,49.34,13.7,23089.0,82.0,13.0,5.0
318,Chrastava,WWHT,AZP,0,0.0,0.0,straw ,2.59,,2.8207999999999998,,,,,,4.1452,,4.085,,,,,,3.961707272727273,,,3.520541454545455,2.59,4.1452,loamy sand,50.82,14.95,26459.0,82.0,13.0,5.0
319,Chrastava,WWHT,AZP,0,0.0,0.0,straw ,2.59,,2.8207999999999998,,,,,,4.1452,,4.085,,,,,,3.961707272727273,,,3.520541454545455,2.59,4.1452,loamy sand,50.82,14.95,26459.0,82.0,13.0,5.0
320,Chrastava,WWHT,AZP,FYM.,0.0,10.0,straw ,3.19,,3.0702,,,,,,4.945,,5.0052,,,,,,4.571759999999999,,,4.156432,3.0702,5.0052,loamy sand,50.82,14.95,26459.0,82.0,13.0,5.0
321,Chrastava,WWHT,AZP,FYM.,0.0,10.0,straw ,3.19,,3.0702,,,,,,4.945,,5.0052,,,,,,4.571759999999999,,,4.156432,3.0702,5.0052,loamy sand,50.82,14.95,26459.0,82.0,13.0,5.0
322,Chrastava,WWHT,AZP,N3P3K3+FYM,60.0,10.0,straw ,5.23,,5.4266,,,,,,6.9316,,6.6134,,,,,,4.497409090909091,,,5.739801818181818,4.497409090909091,6.9316,loamy sand,50.82,14.95,26459.0,82.0,13.0,5.0
323,Chrastava,WWHT,AZP,N3P3K3+FYM,60.0,10.0,straw ,5.23,,5.4266,,,,,,6.9316,,6.6134,,,,,,4.497409090909091,,,5.739801818181818,4.497409090909091,6.9316,loamy sand,50.82,14.95,26459.0,82.0,13.0,5.0
324,Jaroměřice,WWHT,AZP,0,0.0,0.0,straw ,3.225,,4.4117999999999995,,,,,,5.547,,4.644,,,,,,6.949269090909091,,,4.9554138181818175,3.225,6.949269090909091,clay loam,49.1,15.88,27966.0,35.0,30.0,35.0
325,Jaroměřice,WWHT,AZP,0,0.0,0.0,straw ,3.225,,4.4117999999999995,,,,,,5.547,,4.644,,,,,,6.949269090909091,,,4.9554138181818175,3.225,6.949269090909091,clay loam,49.1,15.88,27966.0,35.0,30.0,35.0
326,Jaroměřice,WWHT,AZP,0,0.0,0.0,straw ,3.225,,4.4117999999999995,,,,,,5.547,,4.644,,,,,,6.949269090909091,,,4.9554138181818175,3.225,6.949269090909091,clay loam,49.1,15.88,27966.0,35.0,30.0,35.0
327,Jaroměřice,WWHT,AZP,FYM.,0.0,10.0,straw ,3.1734,,4.5838,,,,,,5.6932,,4.7214,,,,,,7.4948999999999995,,,5.13334,3.1734,7.4948999999999995,clay loam,49.1,15.88,27966.0,35.0,30.0,35.0
328,Jaroměřice,WWHT,AZP,FYM.,0.0,10.0,straw ,3.1734,,4.5838,,,,,,5.6932,,4.7214,,,,,,7.4948999999999995,,,5.13334,3.1734,7.4948999999999995,clay loam,49.1,15.88,27966.0,35.0,30.0,35.0
329,Jaroměřice,WWHT,AZP,FYM.,0.0,10.0,straw ,3.1734,,4.5838,,,,,,5.6932,,4.7214,,,,,,7.4948999999999995,,,5.13334,3.1734,7.4948999999999995,clay loam,49.1,15.88,27966.0,35.0,30.0,35.0
330,Jaroměřice,WWHT,AZP,N3P3K3+FYM,60.0,10.0,straw ,5.9082,,5.5556,,,,,,5.289000000000001,,7.5766,,,,,,8.802647272727274,,,6.626409454545455,5.289000000000001,8.802647272727274,clay loam,49.1,15.88,27966.0,35.0,30.0,35.0
331,Jaroměřice,WWHT,AZP,N3P3K3+FYM,60.0,10.0,straw ,5.9082,,5.5556,,,,,,5.289000000000001,,7.5766,,,,,,8.802647272727274,,,6.626409454545455,5.289000000000001,8.802647272727274,clay loam,49.1,15.88,27966.0,35.0,30.0,35.0
332,Jaroměřice,WWHT,AZP,N3P3K3+FYM,60.0,10.0,straw ,5.9082,,5.5556,,,,,,5.289000000000001,,7.5766,,,,,,8.802647272727274,,,6.626409454545455,5.289000000000001,8.802647272727274,clay loam,49.1,15.88,27966.0,35.0,30.0,35.0
333,Krásné Údolí,WWHT,AZP,0,0.0,0.0,straw ,2.48,,3.1476,,,,,,1.2728,,3.7496,,,,,,,,,2.6625,1.2728,3.7496,,,,,,,
334,Krásné Údolí,WWHT,AZP,FYM.,0.0,10.0,straw ,4.37,,3.4055999999999997,,,,,,1.6512,,5.1428,,,,,,,,,3.6424000000000003,1.6512,5.1428,,,,,,,
335,Krásné Údolí,WWHT,AZP,N3P3K3+FYM,60.0,10.0,straw ,6.78,,4.5838,,,,,,3.3798,,5.805,,,,,,,,,5.13715,3.3798,6.78,,,,,,,
336,Libějovice,WWHT,AZP,0,0.0,0.0,straw ,4.96,,2.1929999999999996,,,,,,3.5862,,,,,,,,,,,3.5797333333333334,2.1929999999999996,4.96,,,,,,,
337,Libějovice,WWHT,AZP,FYM.,0.0,10.0,straw ,4.99,,2.3478,,,,,,3.5346,,,,,,,,,,,3.624133333333333,2.3478,4.99,,,,,,,
338,Libějovice,WWHT,AZP,N3P3K3+FYM,60.0,10.0,straw ,5.2,,2.967,,,,,,3.2422,,,,,,,,,,,3.8030666666666666,2.967,5.2,,,,,,,
339,Lípa,WWHT,AZP,0,0.0,0.0,straw ,3.8,,3.9732,,,,,,4.5064,,1.9694,,,,,,4.571947881960971,,,3.7641895763921935,1.9694,4.571947881960971,sandy loam,49.56,15.54,27951.0,65.0,25.0,10.0
340,Lípa,WWHT,AZP,0,0.0,0.0,straw ,3.8,,3.9732,,,,,,4.5064,,1.9694,,,,,,4.571947881960971,,,3.7641895763921935,1.9694,4.571947881960971,sandy loam,49.56,15.54,27951.0,65.0,25.0,10.0
341,Lípa,WWHT,AZP,0,0.0,0.0,straw ,3.8,,3.9732,,,,,,4.5064,,1.9694,,,,,,4.571947881960971,,,3.7641895763921935,1.9694,4.571947881960971,sandy loam,49.56,15.54,27951.0,65.0,25.0,10.0
342,Lípa,WWHT,AZP,FYM.,0.0,10.0,straw ,3.04,,3.7409999999999997,,,,,,5.0052,,2.3048,,,,,,5.885126130414088,,,3.9952252260828174,2.3048,5.885126130414088,sandy loam,49.56,15.54,27951.0,65.0,25.0,10.0
343,Lípa,WWHT,AZP,FYM.,0.0,10.0,straw ,3.04,,3.7409999999999997,,,,,,5.0052,,2.3048,,,,,,5.885126130414088,,,3.9952252260828174,2.3048,5.885126130414088,sandy loam,49.56,15.54,27951.0,65.0,25.0,10.0
344,Lípa,WWHT,AZP,FYM.,0.0,10.0,straw ,3.04,,3.7409999999999997,,,,,,5.0052,,2.3048,,,,,,5.885126130414088,,,3.9952252260828174,2.3048,5.885126130414088,sandy loam,49.56,15.54,27951.0,65.0,25.0,10.0
345,Lípa,WWHT,AZP,N3P3K3+FYM,60.0,10.0,straw ,5.41,,6.0371999999999995,,,,,,7.0004,,3.6894,,,,,,8.631950393992279,,,6.153790078798456,3.6894,8.631950393992279,sandy loam,49.56,15.54,27951.0,65.0,25.0,10.0
346,Lípa,WWHT,AZP,N3P3K3+FYM,60.0,10.0,straw ,5.41,,6.0371999999999995,,,,,,7.0004,,3.6894,,,,,,8.631950393992279,,,6.153790078798456,3.6894,8.631950393992279,sandy loam,49.56,15.54,27951.0,65.0,25.0,10.0
347,Lípa,WWHT,AZP,N3P3K3+FYM,60.0,10.0,straw ,5.41,,6.0371999999999995,,,,,,7.0004,,3.6894,,,,,,8.631950393992279,,,6.153790078798456,3.6894,8.631950393992279,sandy loam,49.56,15.54,27951.0,65.0,25.0,10.0
348,Pusté Jakartice,WWHT,AZP,0,0.0,0.0,straw ,3.6291999999999995,,3.2851999999999997,,,,,,7.335799999999999,,2.3478,,,,,,5.576969696969697,,,4.434993939393939,2.3478,7.335799999999999,loam,49.98,17.95,29745.0,40.0,40.0,20.0
349,Pusté Jakartice,WWHT,AZP,0,0.0,0.0,straw ,3.6291999999999995,,3.2851999999999997,,,,,,7.335799999999999,,2.3478,,,,,,5.576969696969697,,,4.434993939393939,2.3478,7.335799999999999,loam,49.98,17.95,29745.0,40.0,40.0,20.0
350,Pusté Jakartice,WWHT,AZP,FYM.,0.0,10.0,straw ,4.781599999999999,,4.601,,,,,,4.1882,,2.2188,,,,,,6.628080808080807,,,4.483536161616161,2.2188,6.628080808080807,loam,49.98,17.95,29745.0,40.0,40.0,20.0
